Rank,Taxon,Taxonpath,Avg ab,Remove_unclass,Remove_all,Comment
Minorisa family incertae sedis,family,SAR;Rhizaria;Cercozoa;Chlorarachniophyta;Minorisa order incertae sedis;Minorisa family incertae sedis,0.00%,FALSE,FALSE,
Minorisa,genus,SAR;Rhizaria;Cercozoa;Chlorarachniophyta;Minorisa order incertae sedis;Minorisa family incertae sedis;Minorisa,0.00%,FALSE,FALSE,
NOR26,order,SAR;Rhizaria;Cercozoa;Chlorarachniophyta;NOR26,0.00%,FALSE,FALSE,
Glissomonadida class incertae sedis,class,SAR;Rhizaria;Cercozoa;Glissomonadida class incertae sedis,0.01%,FALSE,FALSE,
Glissomonadida,order,SAR;Rhizaria;Cercozoa;Glissomonadida class incertae sedis;Glissomonadida,0.01%,FALSE,FALSE,
Heteromita family incertae sedis,family,SAR;Rhizaria;Cercozoa;Glissomonadida class incertae sedis;Glissomonadida;Heteromita family incertae sedis,0.00%,FALSE,FALSE,
Heteromita,genus,SAR;Rhizaria;Cercozoa;Glissomonadida class incertae sedis;Glissomonadida;Heteromita family incertae sedis;Heteromita,0.00%,FALSE,FALSE,
Proleptomonas family incertae sedis,family,SAR;Rhizaria;Cercozoa;Glissomonadida class incertae sedis;Glissomonadida;Proleptomonas family incertae sedis,0.00%,FALSE,FALSE,
Proleptomonas,genus,SAR;Rhizaria;Cercozoa;Glissomonadida class incertae sedis;Glissomonadida;Proleptomonas family incertae sedis;Proleptomonas,0.00%,FALSE,FALSE,
Proleptomonas faecicola,species,SAR;Rhizaria;Cercozoa;Glissomonadida class incertae sedis;Glissomonadida;Proleptomonas family incertae sedis;Proleptomonas;Proleptomonas faecicola,0.00%,FALSE,FALSE,
Granofilosea,class,SAR;Rhizaria;Cercozoa;Granofilosea,0.02%,FALSE,FALSE,
Massisteria order incertae sedis,order,SAR;Rhizaria;Cercozoa;Granofilosea;Massisteria order incertae sedis,0.00%,FALSE,FALSE,
Massisteria family incertae sedis,family,SAR;Rhizaria;Cercozoa;Granofilosea;Massisteria order incertae sedis;Massisteria family incertae sedis,0.00%,FALSE,FALSE,
Massisteria,genus,SAR;Rhizaria;Cercozoa;Granofilosea;Massisteria order incertae sedis;Massisteria family incertae sedis;Massisteria,0.00%,FALSE,FALSE,
Massisteria marina,species,SAR;Rhizaria;Cercozoa;Granofilosea;Massisteria order incertae sedis;Massisteria family incertae sedis;Massisteria;Massisteria marina,0.00%,FALSE,FALSE,
Haplosporida,class,SAR;Rhizaria;Cercozoa;Haplosporida,0.00%,FALSE,FALSE,
Minchinia order incertae sedis,order,SAR;Rhizaria;Cercozoa;Haplosporida;Minchinia order incertae sedis,0.00%,FALSE,FALSE,
Minchinia family incertae sedis,family,SAR;Rhizaria;Cercozoa;Haplosporida;Minchinia order incertae sedis;Minchinia family incertae sedis,0.00%,FALSE,FALSE,
Imbricatea,class,SAR;Rhizaria;Cercozoa;Imbricatea,6.65%,FALSE,FALSE,
Euglyphida,order,SAR;Rhizaria;Cercozoa;Imbricatea;Euglyphida,2.28%,TRUE,FALSE,
Cyphoderiidae,family,SAR;Rhizaria;Cercozoa;Imbricatea;Euglyphida;Cyphoderiidae,0.01%,FALSE,FALSE,
Cyphoderia,genus,SAR;Rhizaria;Cercozoa;Imbricatea;Euglyphida;Cyphoderiidae;Cyphoderia,0.00%,FALSE,FALSE,
Paulinellidae,family,SAR;Rhizaria;Cercozoa;Imbricatea;Euglyphida;Paulinellidae,0.10%,TRUE,TRUE,
Marimonadida,order,SAR;Rhizaria;Cercozoa;Imbricatea;Marimonadida,1.43%,FALSE,FALSE,
Auranticordis,family,SAR;Rhizaria;Cercozoa;Imbricatea;Marimonadida;Auranticordis,0.00%,FALSE,FALSE,
Auranticordis quadriverberis genus incertae sedis,genus,SAR;Rhizaria;Cercozoa;Imbricatea;Marimonadida;Auranticordis;Auranticordis quadriverberis genus incertae sedis,0.00%,FALSE,FALSE,
BB01-173,family,SAR;Rhizaria;Cercozoa;Imbricatea;Marimonadida;BB01-173,0.01%,FALSE,FALSE,
NAMAKO-15,family,SAR;Rhizaria;Cercozoa;Imbricatea;Marimonadida;NAMAKO-15,0.36%,FALSE,FALSE,
Pseudopirsonia family incertae sedis,family,SAR;Rhizaria;Cercozoa;Imbricatea;Marimonadida;Pseudopirsonia family incertae sedis,0.20%,FALSE,FALSE,
Pseudopirsonia,genus,SAR;Rhizaria;Cercozoa;Imbricatea;Marimonadida;Pseudopirsonia family incertae sedis;Pseudopirsonia,0.19%,FALSE,FALSE,
Pseudopirsonia mucosa,species,SAR;Rhizaria;Cercozoa;Imbricatea;Marimonadida;Pseudopirsonia family incertae sedis;Pseudopirsonia;Pseudopirsonia mucosa,0.00%,FALSE,FALSE,
Novel Clade 3,order,SAR;Rhizaria;Cercozoa;Imbricatea;Novel Clade 3,0.01%,FALSE,FALSE,
Nudifila order incertae sedis,order,SAR;Rhizaria;Cercozoa;Imbricatea;Nudifila order incertae sedis,0.21%,FALSE,FALSE,
Nudifila family incertae sedis,family,SAR;Rhizaria;Cercozoa;Imbricatea;Nudifila order incertae sedis;Nudifila family incertae sedis,0.21%,FALSE,FALSE,
Nudifila,genus,SAR;Rhizaria;Cercozoa;Imbricatea;Nudifila order incertae sedis;Nudifila family incertae sedis;Nudifila,0.21%,FALSE,FALSE,
p15D09,order,SAR;Rhizaria;Cercozoa;Imbricatea;p15D09,0.14%,FALSE,FALSE,
Spongomonadida,order,SAR;Rhizaria;Cercozoa;Imbricatea;Spongomonadida,0.01%,FALSE,FALSE,
Spongomonas family incertae sedis,family,SAR;Rhizaria;Cercozoa;Imbricatea;Spongomonadida;Spongomonas family incertae sedis,0.00%,FALSE,FALSE,
Spongomonas,genus,SAR;Rhizaria;Cercozoa;Imbricatea;Spongomonadida;Spongomonas family incertae sedis;Spongomonas,0.00%,FALSE,FALSE,
Thaumatomonadida,order,SAR;Rhizaria;Cercozoa;Imbricatea;Thaumatomonadida,2.26%,FALSE,FALSE,
Peregriniidae,family,SAR;Rhizaria;Cercozoa;Imbricatea;Thaumatomonadida;Peregriniidae,0.36%,FALSE,FALSE,
Thaumatomonadidae,family,SAR;Rhizaria;Cercozoa;Imbricatea;Thaumatomonadida;Thaumatomonadidae,0.29%,FALSE,FALSE,
Allas,genus,SAR;Rhizaria;Cercozoa;Imbricatea;Thaumatomonadida;Thaumatomonadidae;Allas,0.02%,FALSE,FALSE,
Thaumatomastix,genus,SAR;Rhizaria;Cercozoa;Imbricatea;Thaumatomonadida;Thaumatomonadidae;Thaumatomastix,0.00%,FALSE,FALSE,
JJP-2003,class,SAR;Rhizaria;Cercozoa;JJP-2003,0.00%,FALSE,FALSE,
Metromonadea,class,SAR;Rhizaria;Cercozoa;Metromonadea,0.03%,FALSE,FALSE,
Metopion order incertae sedis,order,SAR;Rhizaria;Cercozoa;Metromonadea;Metopion order incertae sedis,0.02%,FALSE,FALSE,
Metopion family incertae sedis,family,SAR;Rhizaria;Cercozoa;Metromonadea;Metopion order incertae sedis;Metopion family incertae sedis,0.02%,FALSE,FALSE,
Metopion,genus,SAR;Rhizaria;Cercozoa;Metromonadea;Metopion order incertae sedis;Metopion family incertae sedis;Metopion,0.01%,FALSE,FALSE,
N-Por,class,SAR;Rhizaria;Cercozoa;N-Por,0.00%,FALSE,FALSE,
Novel Clade 10,class,SAR;Rhizaria;Cercozoa;Novel Clade 10,0.00%,FALSE,FALSE,
Novel Clade 12,class,SAR;Rhizaria;Cercozoa;Novel Clade 12,0.01%,FALSE,FALSE,
Novel Clade 2,class,SAR;Rhizaria;Cercozoa;Novel Clade 2,0.47%,FALSE,FALSE,
Novel Clade 4,class,SAR;Rhizaria;Cercozoa;Novel Clade 4,0.01%,FALSE,FALSE,
Novel Clade Gran-1,class,SAR;Rhizaria;Cercozoa;Novel Clade Gran-1,0.01%,FALSE,FALSE,
Novel Clade Gran-3,class,SAR;Rhizaria;Cercozoa;Novel Clade Gran-3,0.01%,FALSE,FALSE,
Novel Clade Gran-4,class,SAR;Rhizaria;Cercozoa;Novel Clade Gran-4,0.01%,FALSE,FALSE,
Novel Clade Gran-5,class,SAR;Rhizaria;Cercozoa;Novel Clade Gran-5,0.00%,FALSE,FALSE,
Novel Clade Gran-6,class,SAR;Rhizaria;Cercozoa;Novel Clade Gran-6,0.00%,FALSE,FALSE,
Paradiniidae,class,SAR;Rhizaria;Cercozoa;Paradiniidae,0.47%,FALSE,FALSE,
Paradinium order incertae sedis,order,SAR;Rhizaria;Cercozoa;Paradiniidae;Paradinium order incertae sedis,0.44%,TRUE,TRUE,Infect pelagic copepods
Phytomyxea,class,SAR;Rhizaria;Cercozoa;Phytomyxea,0.26%,FALSE,FALSE,Diverse parasites most well known as plant parasites
Maullinia order incertae sedis,order,SAR;Rhizaria;Cercozoa;Phytomyxea;Maullinia order incertae sedis,0.01%,FALSE,FALSE,
Maullinia family incertae sedis,family,SAR;Rhizaria;Cercozoa;Phytomyxea;Maullinia order incertae sedis;Maullinia family incertae sedis,0.01%,FALSE,FALSE,
Maullinia,genus,SAR;Rhizaria;Cercozoa;Phytomyxea;Maullinia order incertae sedis;Maullinia family incertae sedis;Maullinia,0.00%,FALSE,FALSE,
Phagomyxa order incertae sedis,order,SAR;Rhizaria;Cercozoa;Phytomyxea;Phagomyxa order incertae sedis,0.00%,FALSE,FALSE,
Phagomyxa family incertae sedis,family,SAR;Rhizaria;Cercozoa;Phytomyxea;Phagomyxa order incertae sedis;Phagomyxa family incertae sedis,0.00%,FALSE,FALSE,
Phagomyxa,genus,SAR;Rhizaria;Cercozoa;Phytomyxea;Phagomyxa order incertae sedis;Phagomyxa family incertae sedis;Phagomyxa,0.00%,FALSE,FALSE,
Phagomyxa bellerocheae,species,SAR;Rhizaria;Cercozoa;Phytomyxea;Phagomyxa order incertae sedis;Phagomyxa family incertae sedis;Phagomyxa;Phagomyxa bellerocheae,0.00%,FALSE,FALSE,
RM2-SGM58,class,SAR;Rhizaria;Cercozoa;RM2-SGM58,0.00%,FALSE,FALSE,
Thecofilosea,class,SAR;Rhizaria;Cercozoa;Thecofilosea,9.06%,FALSE,FALSE,
BOLA322,order,SAR;Rhizaria;Cercozoa;Thecofilosea;BOLA322,0.59%,FALSE,FALSE,
Cryomonadida,order,SAR;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida,3.48%,TRUE,TRUE,
DSGM-50,order,SAR;Rhizaria;Cercozoa;Thecofilosea;DSGM-50,0.03%,FALSE,FALSE,
Ebriacea,order,SAR;Rhizaria;Cercozoa;Thecofilosea;Ebriacea,1.79%,TRUE,TRUE,
NIF-3A7,order,SAR;Rhizaria;Cercozoa;Thecofilosea;NIF-3A7,0.01%,FALSE,FALSE,
NW617,order,SAR;Rhizaria;Cercozoa;Thecofilosea;NW617,0.90%,TRUE,TRUE,
Thecofilosea incertae sedis,order,SAR;Rhizaria;Cercozoa;Thecofilosea;Thecofilosea incertae sedis,0.00%,FALSE,FALSE,
WHOI-LI1-14,order,SAR;Rhizaria;Cercozoa;Thecofilosea;WHOI-LI1-14,0.24%,TRUE,TRUE,
Vampyrellidae class incertae sedis,class,SAR;Rhizaria;Cercozoa;Vampyrellidae class incertae sedis,0.07%,FALSE,FALSE,
Vampyrellidae order incertae sedis,order,SAR;Rhizaria;Cercozoa;Vampyrellidae class incertae sedis;Vampyrellidae order incertae sedis,0.07%,FALSE,FALSE,
Vampyrellidae,family,SAR;Rhizaria;Cercozoa;Vampyrellidae class incertae sedis;Vampyrellidae order incertae sedis;Vampyrellidae,0.01%,FALSE,FALSE,
Retaria,phylum,SAR;Rhizaria;Retaria,0.32%,FALSE,FALSE,
Acantharia,class,SAR;Rhizaria;Retaria;Acantharia,0.01%,FALSE,FALSE,
Acantharea Group I,order,SAR;Rhizaria;Retaria;Acantharia;Acantharea Group I,0.00%,FALSE,FALSE,
Acantharea Group II,order,SAR;Rhizaria;Retaria;Acantharia;Acantharea Group II,0.00%,FALSE,FALSE,
Acantharea Group VI,order,SAR;Rhizaria;Retaria;Acantharia;Acantharea Group VI,0.00%,FALSE,FALSE,
Arthracanthida,order,SAR;Rhizaria;Retaria;Acantharia;Arthracanthida,0.00%,FALSE,FALSE,
Acanthometra family incertae sedis,family,SAR;Rhizaria;Retaria;Acantharia;Arthracanthida;Acanthometra family incertae sedis,0.00%,FALSE,FALSE,
Acanthometra,genus,SAR;Rhizaria;Retaria;Acantharia;Arthracanthida;Acanthometra family incertae sedis;Acanthometra,0.00%,FALSE,FALSE,
Chaunocanthida,order,SAR;Rhizaria;Retaria;Acantharia;Chaunocanthida,0.00%,FALSE,FALSE,
Amphiacon family incertae sedis,family,SAR;Rhizaria;Retaria;Acantharia;Chaunocanthida;Amphiacon family incertae sedis,0.00%,FALSE,FALSE,
Amphiacon,genus,SAR;Rhizaria;Retaria;Acantharia;Chaunocanthida;Amphiacon family incertae sedis;Amphiacon,0.00%,FALSE,FALSE,
Holocanthida,order,SAR;Rhizaria;Retaria;Acantharia;Holocanthida,0.00%,FALSE,FALSE,
AT4-94,class,SAR;Rhizaria;Retaria;AT4-94,0.01%,FALSE,FALSE,
Polycystinea,class,SAR;Rhizaria;Retaria;Polycystinea,0.00%,FALSE,FALSE,
Nassellaria,order,SAR;Rhizaria;Retaria;Polycystinea;Nassellaria,0.00%,FALSE,FALSE,
Pseudocubus family incertae sedis,family,SAR;Rhizaria;Retaria;Polycystinea;Nassellaria;Pseudocubus family incertae sedis,0.00%,FALSE,FALSE,
Pseudocubus,genus,SAR;Rhizaria;Retaria;Polycystinea;Nassellaria;Pseudocubus family incertae sedis;Pseudocubus,0.00%,FALSE,FALSE,
Spumellaria,order,SAR;Rhizaria;Retaria;Polycystinea;Spumellaria,0.00%,FALSE,FALSE,
Rhizosphaera family incertae sedis,family,SAR;Rhizaria;Retaria;Polycystinea;Spumellaria;Rhizosphaera family incertae sedis,0.00%,FALSE,FALSE,
Rhizosphaera,genus,SAR;Rhizaria;Retaria;Polycystinea;Spumellaria;Rhizosphaera family incertae sedis;Rhizosphaera,0.00%,FALSE,FALSE,
Triastrum family incertae sedis,family,SAR;Rhizaria;Retaria;Polycystinea;Spumellaria;Triastrum family incertae sedis,0.00%,FALSE,FALSE,
RAD A,class,SAR;Rhizaria;Retaria;RAD A,0.10%,FALSE,FALSE,
RAD B,class,SAR;Rhizaria;Retaria;RAD B,0.09%,FALSE,FALSE,
RAD C,class,SAR;Rhizaria;Retaria;RAD C,0.00%,FALSE,FALSE,
Stramenopiles,kingdom,SAR;Stramenopiles,19.78%,FALSE,FALSE,
Bicosoecida phylum incertae sedis,phylum,SAR;Stramenopiles;Bicosoecida phylum incertae sedis,0.01%,FALSE,FALSE,
Bicosoecida class incertae sedis,class,SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis,0.01%,FALSE,FALSE,
Bicosoecida,order,SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis;Bicosoecida,0.00%,FALSE,FALSE,
Bicosoeca family incertae sedis,family,SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis;Bicosoecida;Bicosoeca family incertae sedis,0.00%,FALSE,FALSE,
Bicosoeca,genus,SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis;Bicosoecida;Bicosoeca family incertae sedis;Bicosoeca,0.00%,FALSE,FALSE,
Bicosoeca kenaiensis,species,SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis;Bicosoecida;Bicosoeca family incertae sedis;Bicosoeca;Bicosoeca kenaiensis,0.00%,FALSE,FALSE,
Bicosoeca vacillans,species,SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis;Bicosoecida;Bicosoeca family incertae sedis;Bicosoeca;Bicosoeca vacillans,0.00%,FALSE,FALSE,
Cafeteria family incertae sedis,family,SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis;Bicosoecida;Cafeteria family incertae sedis,0.00%,FALSE,FALSE,
Cafeteria,genus,SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis;Bicosoecida;Cafeteria family incertae sedis;Cafeteria,0.00%,FALSE,FALSE,
P34.6,family,SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis;Bicosoecida;P34.6,0.00%,FALSE,FALSE,
Pseudobodo family incertae sedis,family,SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis;Bicosoecida;Pseudobodo family incertae sedis,0.00%,FALSE,FALSE,
Pseudobodo,genus,SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis;Bicosoecida;Pseudobodo family incertae sedis;Pseudobodo,0.00%,FALSE,FALSE,
Pseudobodo tremulans,species,SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis;Bicosoecida;Pseudobodo family incertae sedis;Pseudobodo;Pseudobodo tremulans,0.00%,FALSE,FALSE,
Rictus family incertae sedis,family,SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis;Bicosoecida;Rictus family incertae sedis,0.00%,FALSE,FALSE,
Rictus,genus,SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis;Bicosoecida;Rictus family incertae sedis;Rictus,0.00%,FALSE,FALSE,
Rictus lutensis,species,SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis;Bicosoecida;Rictus family incertae sedis;Rictus;Rictus lutensis,0.00%,FALSE,FALSE,
Bolidomonas phylum incertae sedis,phylum,SAR;Stramenopiles;Bolidomonas phylum incertae sedis,0.04%,FALSE,FALSE,
Bolidomonas class incertae sedis,class,SAR;Stramenopiles;Bolidomonas phylum incertae sedis;Bolidomonas class incertae sedis,0.04%,FALSE,FALSE,
Bolidomonas order incertae sedis,order,SAR;Stramenopiles;Bolidomonas phylum incertae sedis;Bolidomonas class incertae sedis;Bolidomonas order incertae sedis,0.04%,FALSE,FALSE,
Bolidomonas family incertae sedis,family,SAR;Stramenopiles;Bolidomonas phylum incertae sedis;Bolidomonas class incertae sedis;Bolidomonas order incertae sedis;Bolidomonas family incertae sedis,0.04%,FALSE,FALSE,
Bolidomonas,genus,SAR;Stramenopiles;Bolidomonas phylum incertae sedis;Bolidomonas class incertae sedis;Bolidomonas order incertae sedis;Bolidomonas family incertae sedis;Bolidomonas,0.03%,FALSE,FALSE,
Chrysophyceae phylum incertae sedis,phylum,SAR;Stramenopiles;Chrysophyceae phylum incertae sedis,0.18%,TRUE,FALSE,
Chrysophyceae,class,SAR;Stramenopiles;Chrysophyceae phylum incertae sedis;Chrysophyceae,0.18%,TRUE,FALSE,
Chromulinales,order,SAR;Stramenopiles;Chrysophyceae phylum incertae sedis;Chrysophyceae;Chromulinales,0.00%,FALSE,FALSE,
Uroglena family incertae sedis,family,SAR;Stramenopiles;Chrysophyceae phylum incertae sedis;Chrysophyceae;Chromulinales;Uroglena family incertae sedis,0.00%,FALSE,FALSE,
Uroglena,genus,SAR;Stramenopiles;Chrysophyceae phylum incertae sedis;Chrysophyceae;Chromulinales;Uroglena family incertae sedis;Uroglena,0.00%,FALSE,FALSE,
E222,order,SAR;Stramenopiles;Chrysophyceae phylum incertae sedis;Chrysophyceae;E222,0.10%,FALSE,FALSE,
I76,order,SAR;Stramenopiles;Chrysophyceae phylum incertae sedis;Chrysophyceae;I76,0.00%,FALSE,FALSE,
LG01-09,order,SAR;Stramenopiles;Chrysophyceae phylum incertae sedis;Chrysophyceae;LG01-09,0.00%,FALSE,FALSE,
LG21-05,order,SAR;Stramenopiles;Chrysophyceae phylum incertae sedis;Chrysophyceae;LG21-05,0.03%,FALSE,FALSE,
Ochromonadales,order,SAR;Stramenopiles;Chrysophyceae phylum incertae sedis;Chrysophyceae;Ochromonadales,0.01%,TRUE,TRUE,
Diatomea,phylum,SAR;Stramenopiles;Diatomea,1.48%,TRUE,FALSE,
Bacillariophyceae,class,SAR;Stramenopiles;Diatomea;Bacillariophyceae,0.68%,TRUE,FALSE,
Amphora order incertae sedis,order,SAR;Stramenopiles;Diatomea;Bacillariophyceae;Amphora order incertae sedis,0.00%,FALSE,FALSE,
Amphora family incertae sedis,family,SAR;Stramenopiles;Diatomea;Bacillariophyceae;Amphora order incertae sedis;Amphora family incertae sedis,0.00%,FALSE,FALSE,
Amphora,genus,SAR;Stramenopiles;Diatomea;Bacillariophyceae;Amphora order incertae sedis;Amphora family incertae sedis;Amphora,0.00%,FALSE,FALSE,
Asterionellopsis order incertae sedis,order,SAR;Stramenopiles;Diatomea;Bacillariophyceae;Asterionellopsis order incertae sedis,0.00%,FALSE,FALSE,
Asterionellopsis family incertae sedis,family,SAR;Stramenopiles;Diatomea;Bacillariophyceae;Asterionellopsis order incertae sedis;Asterionellopsis family incertae sedis,0.00%,FALSE,FALSE,
Asterionellopsis,genus,SAR;Stramenopiles;Diatomea;Bacillariophyceae;Asterionellopsis order incertae sedis;Asterionellopsis family incertae sedis;Asterionellopsis,0.00%,FALSE,FALSE,
Asterionellopsis glacialis,species,SAR;Stramenopiles;Diatomea;Bacillariophyceae;Asterionellopsis order incertae sedis;Asterionellopsis family incertae sedis;Asterionellopsis;Asterionellopsis glacialis,0.00%,FALSE,FALSE,
CCMP2297,order,SAR;Stramenopiles;Diatomea;Bacillariophyceae;CCMP2297,0.00%,FALSE,FALSE,
Haslea order incertae sedis,order,SAR;Stramenopiles;Diatomea;Bacillariophyceae;Haslea order incertae sedis,0.00%,FALSE,FALSE,
Haslea family incertae sedis,family,SAR;Stramenopiles;Diatomea;Bacillariophyceae;Haslea order incertae sedis;Haslea family incertae sedis,0.00%,FALSE,FALSE,
Navicula order incertae sedis,order,SAR;Stramenopiles;Diatomea;Bacillariophyceae;Navicula order incertae sedis,0.33%,FALSE,FALSE,
Navicula family incertae sedis,family,SAR;Stramenopiles;Diatomea;Bacillariophyceae;Navicula order incertae sedis;Navicula family incertae sedis,0.33%,FALSE,FALSE,
Navicula,genus,SAR;Stramenopiles;Diatomea;Bacillariophyceae;Navicula order incertae sedis;Navicula family incertae sedis;Navicula,0.32%,FALSE,FALSE,
Nitzschia order incertae sedis,order,SAR;Stramenopiles;Diatomea;Bacillariophyceae;Nitzschia order incertae sedis,0.00%,TRUE,TRUE,
Rhaphoneis order incertae sedis,order,SAR;Stramenopiles;Diatomea;Bacillariophyceae;Rhaphoneis order incertae sedis,0.04%,FALSE,FALSE,
Rhaphoneis family incertae sedis,family,SAR;Stramenopiles;Diatomea;Bacillariophyceae;Rhaphoneis order incertae sedis;Rhaphoneis family incertae sedis,0.04%,FALSE,FALSE,
Rhaphoneis,genus,SAR;Stramenopiles;Diatomea;Bacillariophyceae;Rhaphoneis order incertae sedis;Rhaphoneis family incertae sedis;Rhaphoneis,0.04%,FALSE,FALSE,
Sellaphora order incertae sedis,order,SAR;Stramenopiles;Diatomea;Bacillariophyceae;Sellaphora order incertae sedis,0.00%,FALSE,FALSE,
Sellaphora family incertae sedis,family,SAR;Stramenopiles;Diatomea;Bacillariophyceae;Sellaphora order incertae sedis;Sellaphora family incertae sedis,0.00%,FALSE,FALSE,
Sellaphora,genus,SAR;Stramenopiles;Diatomea;Bacillariophyceae;Sellaphora order incertae sedis;Sellaphora family incertae sedis;Sellaphora,0.00%,FALSE,FALSE,
Coscinodiscophytina,class,SAR;Stramenopiles;Diatomea;Coscinodiscophytina,0.01%,TRUE,FALSE,
Actinocyclus order incertae sedis,order,SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Actinocyclus order incertae sedis,0.00%,FALSE,FALSE,
Actinocyclus family incertae sedis,family,SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Actinocyclus order incertae sedis;Actinocyclus family incertae sedis,0.00%,FALSE,FALSE,
Actinocyclus,genus,SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Actinocyclus order incertae sedis;Actinocyclus family incertae sedis;Actinocyclus,0.00%,FALSE,FALSE,
Actinocyclus curvatulus,species,SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Actinocyclus order incertae sedis;Actinocyclus family incertae sedis;Actinocyclus;Actinocyclus curvatulus,0.00%,FALSE,FALSE,
Actinoptychus order incertae sedis,order,SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Actinoptychus order incertae sedis,0.00%,FALSE,FALSE,
Actinoptychus family incertae sedis,family,SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Actinoptychus order incertae sedis;Actinoptychus family incertae sedis,0.00%,FALSE,FALSE,
Actinoptychus,genus,SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Actinoptychus order incertae sedis;Actinoptychus family incertae sedis;Actinoptychus,0.00%,FALSE,FALSE,
Actinoptychus undulatus,species,SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Actinoptychus order incertae sedis;Actinoptychus family incertae sedis;Actinoptychus;Actinoptychus undulatus,0.00%,FALSE,FALSE,
Coscinodiscus order incertae sedis,order,SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Coscinodiscus order incertae sedis,0.00%,FALSE,FALSE,
Coscinodiscus family incertae sedis,family,SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Coscinodiscus order incertae sedis;Coscinodiscus family incertae sedis,0.00%,FALSE,FALSE,
Coscinodiscus,genus,SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Coscinodiscus order incertae sedis;Coscinodiscus family incertae sedis;Coscinodiscus,0.00%,FALSE,FALSE,
Coscinodiscus granii,species,SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Coscinodiscus order incertae sedis;Coscinodiscus family incertae sedis;Coscinodiscus;Coscinodiscus granii,0.00%,FALSE,FALSE,
Coscinodiscus radiatus,species,SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Coscinodiscus order incertae sedis;Coscinodiscus family incertae sedis;Coscinodiscus;Coscinodiscus radiatus,0.00%,FALSE,FALSE,
Fragilariales,order,SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Fragilariales,0.00%,FALSE,FALSE,
Melosirids,order,SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Melosirids,0.00%,TRUE,TRUE,
Rhizosolenids,order,SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Rhizosolenids,0.00%,TRUE,TRUE,
ME-Euk-FW10,class,SAR;Stramenopiles;Diatomea;ME-Euk-FW10,0.00%,FALSE,FALSE,
Mediophyceae,class,SAR;Stramenopiles;Diatomea;Mediophyceae,0.61%,TRUE,TRUE,
Dictyochophyceae phylum incertae sedis,phylum,SAR;Stramenopiles;Dictyochophyceae phylum incertae sedis,0.22%,TRUE,TRUE,
Eustigmatophyceae,phylum,SAR;Stramenopiles;Eustigmatophyceae,0.00%,TRUE,TRUE,
Hyphochytriomycetes phylum incertae sedis,phylum,SAR;Stramenopiles;Hyphochytriomycetes phylum incertae sedis,0.13%,FALSE,FALSE,
Hyphochytriomycetes,class,SAR;Stramenopiles;Hyphochytriomycetes phylum incertae sedis;Hyphochytriomycetes,0.13%,FALSE,FALSE,
Hyphochytriales,order,SAR;Stramenopiles;Hyphochytriomycetes phylum incertae sedis;Hyphochytriomycetes;Hyphochytriales,0.13%,FALSE,FALSE,
Rhizidiomyces family incertae sedis,family,SAR;Stramenopiles;Hyphochytriomycetes phylum incertae sedis;Hyphochytriomycetes;Hyphochytriales;Rhizidiomyces family incertae sedis,0.00%,FALSE,FALSE,
Labyrinthulomycetes phylum incertae sedis,phylum,SAR;Stramenopiles;Labyrinthulomycetes phylum incertae sedis,1.57%,FALSE,FALSE,
