Rank	Taxonpath	Taxon	DA01S	OSS04S	OSS11R	OSS11A1R	OSS21A1S	OSS22A1S	OSS11B1S	OSS21B1S	OSS22B1S	OSS11D1S	R319S	OSC08R	OSC08S	RIN34S	RIN35S	RIN36S	RIN37S	RIN38S	RIN39S	RIN40S	R220S	R313S	R314S	R315S	DA06S	DA07S	DA08S	DA09S	DA10S	DA11S	DA12S	DA13S	OSC32S	OSC16S	OSC20S	OSC30S	D19S	D02S	D22S	D23S	D27S	D28S	D29S	D03S	D30S	D31S	D33S	D35S	D05S	DP32S	BAL16S	BAL22S	BAL37S	BAL42S	BAL49S	BAL50S	BAL51S	BAL52S	BAL53S	BAL54S	BAL55S	BAL56S	R213S	R218S	OSF42S	OSF44S	OSF43S	OSF17S	VFR03S	VFR04S	VFR05S	VFR20S	VFRK01S	VFRK02S	VFRK03S	VFR32S	VFR33S	VFR34S	BRA06S	BRA07S	BRA08S	DA02S	DA03S	DA04S	DA05S	BRA16S	BRA17S	R902S	R905S	R908S	OSS11S	OSS11A1S	SG06S	SG07S	SG08S	SG09S	SG10S	SG11S	SG12S	SG13S
family	Main genome;Eukaryota;SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes;Aphanomyces order incertae sedis;Aphanomyces family incertae sedis	Aphanomyces family incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes;Olpidiopsis order incertae sedis;Olpidiopsis family incertae sedis	Olpidiopsis family incertae sedis	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	2	1	0	1	1	0	2	2	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	1	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Stramenopiles;Peronosporomycetes phylum incertae sedis;Peronosporomycetes;Halodaphnea order incertae sedis;Halodaphnea family incertae sedis	Halodaphnea family incertae sedis	3	2	5	1	4	4	1	0	1	3	3	1	3	0	2	0	0	3	5	3	3	3	3	3	3	1	3	2	2	3	3	4	1	2	2	1	1	2	2	1	1	1	3	2	4	1	3	2	1	2	3	1	1	2	1	1	3	2	2	2	1	1	5	3	2	2	2	2	4	4	3	3	2	2	2	3	2	2	3	2	5	1	2	2	2	0	4	1	0	2	5	1	3	3	3	3	3	4	4	2
family	Main genome;Eukaryota;SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis;Bicosoecida;P34.6	P34.6	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis;Bicosoecida;Rictus family incertae sedis	Rictus family incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis;Bicosoecida;Cafeteria family incertae sedis	Cafeteria family incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
family	Main genome;Eukaryota;SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis;Bicosoecida;Bicosoeca family incertae sedis	Bicosoeca family incertae sedis	1	1	2	3	2	4	0	0	1	10	0	0	1	5	2	3	0	1	1	1	1	0	0	0	1	1	0	2	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	4	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	5	0	0	0	2	0	0	0	0	1	0	3	0	1	1	0	4	1	2	0	0	0	0	0	4	1	1	0	0	0	1	0	1	0
family	Main genome;Eukaryota;SAR;Stramenopiles;Bicosoecida phylum incertae sedis;Bicosoecida class incertae sedis;Bicosoecida;Pseudobodo family incertae sedis	Pseudobodo family incertae sedis	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0
family	Main genome;Eukaryota;SAR;Stramenopiles;Hyphochytriomycetes phylum incertae sedis;Hyphochytriomycetes;Hyphochytriales;Rhizidiomyces family incertae sedis	Rhizidiomyces family incertae sedis	2	1	0	2	0	2	0	0	1	2	1	3	2	1	0	0	0	1	1	1	0	2	3	1	1	2	1	2	1	1	2	2	1	1	3	1	1	2	2	2	2	1	2	2	3	2	2	2	1	3	1	1	1	1	0	1	1	1	1	2	1	0	2	1	1	1	3	1	3	2	3	3	3	2	1	3	2	2	2	2	1	2	1	2	1	3	2	1	1	1	0	0	1	1	1	1	1	1	1	1
family	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Coscinodiscus order incertae sedis;Coscinodiscus family incertae sedis	Coscinodiscus family incertae sedis	1	1	1	2	0	1	0	0	1	1	2	0	0	2	2	1	0	1	1	0	0	2	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	1	2	2	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	2	1	2	0	0	0	0	2	2	1	1	1	0	1	0	1	1	0	0	0	1	3	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Actinoptychus order incertae sedis;Actinoptychus family incertae sedis	Actinoptychus family incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Coscinodiscophytina;Actinocyclus order incertae sedis;Actinocyclus family incertae sedis	Actinocyclus family incertae sedis	2	0	2	3	1	2	1	0	1	2	1	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	1	1	2	1	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Bacillariophyceae;Navicula order incertae sedis;Navicula family incertae sedis	Navicula family incertae sedis	8	2	8	5	5	5	4	0	8	12	9	7	3	5	8	3	1	10	9	9	10	1	6	6	7	8	7	8	5	8	6	5	1	2	6	1	6	7	5	5	7	6	5	7	5	9	6	9	6	11	12	10	4	9	6	1	4	4	6	2	3	2	4	10	1	1	11	1	2	3	4	4	3	1	2	1	1	5	2	3	9	8	7	9	8	1	3	5	5	9	9	4	7	8	7	6	6	7	5	6
family	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Bacillariophyceae;Amphora order incertae sedis;Amphora family incertae sedis	Amphora family incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Bacillariophyceae;Sellaphora order incertae sedis;Sellaphora family incertae sedis	Sellaphora family incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	2	3
family	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Bacillariophyceae;Rhaphoneis order incertae sedis;Rhaphoneis family incertae sedis	Rhaphoneis family incertae sedis	7	1	1	6	4	4	2	3	3	3	5	3	3	6	4	1	5	6	2	3	5	2	4	3	3	3	2	1	2	3	2	3	2	1	1	1	3	4	3	4	3	3	4	4	3	7	8	10	9	9	5	6	2	3	5	1	2	4	2	1	2	1	2	2	1	2	7	0	3	1	1	1	1	1	0	2	1	3	3	3	2	6	6	6	8	1	1	0	0	0	1	5	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Bacillariophyceae;Asterionellopsis order incertae sedis;Asterionellopsis family incertae sedis	Asterionellopsis family incertae sedis	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Stramenopiles;Diatomea;Bacillariophyceae;Haslea order incertae sedis;Haslea family incertae sedis	Haslea family incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Stramenopiles;Chrysophyceae phylum incertae sedis;Chrysophyceae;Chromulinales;Uroglena family incertae sedis	Uroglena family incertae sedis	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;SAR;Stramenopiles;Bolidomonas phylum incertae sedis;Bolidomonas class incertae sedis;Bolidomonas order incertae sedis;Bolidomonas family incertae sedis	Bolidomonas family incertae sedis	13	6	6	10	8	8	5	6	12	9	9	10	10	11	13	1	9	13	11	10	12	6	6	9	9	11	12	10	7	9	10	11	10	5	7	6	8	4	6	9	5	7	5	5	7	8	5	8	12	7	13	10	9	11	10	8	10	9	11	8	7	10	6	5	5	6	11	4	10	9	12	9	9	6	9	12	10	9	6	12	9	9	10	11	10	5	4	6	3	8	7	8	8	7	6	5	7	9	8	9
family	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Lobosa;Discosea;Vannellida;Platyamoeba family incertae sedis	Platyamoeba family incertae sedis	0	1	1	0	2	0	0	1	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Lobosa;Discosea;Vannellida;Vannella family incertae sedis	Vannella family incertae sedis	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Lobosa;Discosea;Flabellinia;Dactylopodida	Dactylopodida	7	2	5	3	3	7	0	0	2	17	3	1	3	1	1	3	0	3	3	2	5	0	1	0	1	1	2	4	5	1	1	1	0	0	0	0	1	0	0	1	0	2	0	1	0	1	1	0	1	1	2	4	4	2	4	0	1	2	2	0	0	1	0	6	0	0	3	0	0	1	2	0	1	0	1	1	0	1	1	1	3	4	4	4	7	1	1	4	0	3	4	0	5	8	3	2	4	4	7	5
family	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Lobosa;Discosea;Flabellinia;Stygamoebida	Stygamoebida	5	0	6	4	5	5	1	0	5	9	3	1	2	4	4	2	0	2	0	1	3	2	3	1	3	1	3	1	2	1	2	2	4	0	0	1	0	0	0	0	1	0	0	0	1	2	1	5	0	3	2	1	1	1	1	1	0	1	1	0	0	1	0	3	1	1	6	0	2	0	6	2	1	0	1	3	2	2	1	3	3	3	3	4	5	0	1	1	2	2	6	1	6	7	4	3	5	4	6	9
family	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Lobosa;Tubulinea;Euamoebida;BOLA868	BOLA868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Lobosa;Tubulinea;Euamoebida;Hartmannella family incertae sedis	Hartmannella family incertae sedis	2	0	0	0	0	1	0	0	0	1	1	1	3	1	0	1	0	1	0	0	2	0	1	1	3	0	1	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0	1	1	0	1	0	0	0	0	1	0	2	2	0	1	1	1	0	0	0	1	0	0	3	2	0	2	2	0	0	1	0	0	0	0	0	1	1	1	0	2	1	2
family	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Lobosa;Tubulinea;Leptomyxida;NETC3-I	NETC3-I	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
family	Main genome;Eukaryota;Amoebozoa;Amoebozoa (kingdom);Protosporangiida;Protosporangiidae;Protosporangium order incertae sedis;Protosporangium family incertae sedis	Protosporangium family incertae sedis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Hacrobia;Centrohelida;Centrohelea;Acanthocystidae class incertae sedis;Acanthocystidae order incertae sedis;Acanthocystidae	Acanthocystidae	5	0	2	0	2	1	1	0	2	3	1	0	0	1	2	1	0	1	1	1	1	0	0	2	0	0	0	2	2	0	0	2	1	0	0	0	0	1	1	1	1	0	2	0	0	3	1	0	1	4	0	3	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	2	0	1	0	0	0	0	0	0	0	0	1	2	0	5	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0
family	Main genome;Eukaryota;Hacrobia;Centrohelida;Centrohelea;Heterophryidae class incertae sedis;Heterophryidae order incertae sedis;Heterophryidae	Heterophryidae	2	1	1	0	2	0	0	0	0	2	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	2	1	0	0	1	1	0	0	0	2	2	2	1	2	3	2	1
family	Main genome;Eukaryota;Eukaryota incertae sedis;Palpitomonas kingdom incertae sedis;Palpitomonas phylum incertae sedis;Palpitomonas class incertae sedis;Palpitomonas order incertae sedis;Palpitomonas family incertae sedis	Palpitomonas family incertae sedis	1	1	0	1	2	0	0	2	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Apusozoa superkingdom incertae sedis;Apusozoa kingdom incertae sedis;Apusozoa;Amastigomonas class incertae sedis;Amastigomonas order incertae sedis;Amastigomonas family incertae sedis	Amastigomonas family incertae sedis	56	11	26	7	18	33	7	0	22	40	32	32	31	21	23	8	4	37	25	29	39	15	22	23	42	32	41	50	42	51	42	43	16	11	15	23	26	23	25	32	28	24	29	28	18	32	21	47	35	49	42	38	25	33	34	13	21	35	29	23	24	19	26	29	10	12	30	7	26	28	30	25	23	10	17	5	3	26	13	18	36	51	54	52	55	13	13	23	20	26	32	9	24	31	24	21	26	36	26	30
family	Main genome;Eukaryota;Apusozoa superkingdom incertae sedis;Apusozoa kingdom incertae sedis;Apusozoa;Chelonemonas class incertae sedis;Chelonemonas order incertae sedis;Chelonemonas family incertae sedis	Chelonemonas family incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Apusozoa superkingdom incertae sedis;Apusozoa kingdom incertae sedis;Apusozoa;Ancyromonadida class incertae sedis;Ancyromonadida order incertae sedis;Ancyromonadida	Ancyromonadida	1	0	2	0	0	2	0	0	2	3	0	1	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	2	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	2	1	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
family	Main genome;Eukaryota;Apusozoa superkingdom incertae sedis;Apusozoa kingdom incertae sedis;Apusozoa;Apusomonas class incertae sedis;Apusomonas order incertae sedis;Apusomonas family incertae sedis	Apusomonas family incertae sedis	23	9	8	5	8	11	4	1	5	13	18	19	15	10	13	0	3	21	15	16	18	17	15	15	24	20	20	23	24	30	21	20	18	18	13	16	17	16	20	18	18	16	19	17	17	19	21	21	17	15	19	21	11	22	19	13	16	21	18	20	17	19	19	21	18	14	11	5	17	14	16	17	15	16	14	5	7	12	19	12	14	21	21	13	27	9	13	4	4	6	7	3	2	6	10	3	5	4	5	6
family	Main genome;Eukaryota;Breviatea superkingdom incertae sedis;Breviatea kingdom incertae sedis;Breviatea phylum incertae sedis;Breviatea;Subulatomonas order incertae sedis;Subulatomonas family incertae sedis	Subulatomonas family incertae sedis	7	0	1	1	0	1	0	0	1	0	1	2	2	1	4	0	1	4	1	2	5	0	0	4	6	4	8	6	6	5	3	4	0	3	2	2	0	8	1	5	3	2	3	3	4	2	0	1	3	1	5	5	3	4	1	1	3	7	5	3	5	3	6	8	1	1	2	1	5	2	3	2	3	3	3	1	1	0	2	1	0	2	3	7	3	0	4	0	1	1	0	0	0	0	1	0	2	1	0	0
family	Main genome;Eukaryota;Mantamonas superkingdom incertae sedis;Mantamonas kingdom incertae sedis;Mantamonas phylum incertae sedis;Mantamonas class incertae sedis;Mantamonas order incertae sedis;Mantamonas family incertae sedis	Mantamonas family incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus	Main genome;Eukaryota;Opisthokonta;Metazoa (Animalia);Platyhelminthes;Trematoda;Prosorhynchoides order incertae sedis;Prosorhynchoides family incertae sedis;Prosorhynchoides	Prosorhynchoides	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus	Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Pezizomycetes;Pezizales;Ascobolaceae;Saccobolus	Saccobolus	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus	Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Pezizomycetes;Pezizales;Ascobolaceae;Ascobolus	Ascobolus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus	Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Exobasidiomycetes;Malasseziales;Malasseziales incertae sedis;Malassezia	Malassezia	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus	Main genome;Eukaryota;Opisthokonta;Choanomonada;Choanoflagellida;Craspedida;Codosigidae order incertae sedis;Codosigidae;Lagenoeca	Lagenoeca	3	1	2	0	1	3	0	0	2	3	3	2	2	4	3	2	1	4	4	3	4	1	1	1	2	3	3	3	5	4	4	4	1	0	1	1	2	5	2	3	3	3	2	2	3	4	2	4	4	4	5	4	4	4	4	1	2	1	3	2	2	3	2	3	0	0	1	0	1	0	4	2	1	0	0	2	0	3	1	1	2	4	3	5	4	0	1	2	1	1	1	1	1	1	1	1	1	1	0	1
genus	Main genome;Eukaryota;Opisthokonta;Choanomonada;Choanoflagellida;Acanthoecida;Stephanoecidae order incertae sedis;Stephanoecidae;Marine Choanoflagellates 1	Marine Choanoflagellates 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1
genus	Main genome;Eukaryota;Opisthokonta;Choanomonada;Choanoflagellida;Acanthoecida;Stephanoecidae order incertae sedis;Stephanoecidae;Stephanoeca	Stephanoeca	1	0	0	0	1	1	0	0	0	1	0	1	0	1	1	1	0	2	2	3	3	0	0	0	1	1	1	1	1	2	0	1	0	0	0	0	0	2	0	0	1	1	1	1	0	1	1	1	2	1	1	0	1	1	2	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	3	1	1	0	0	0	0	1	0	1	1	1	4	1	2	0	0	2	0	0	1	0	2	1	1	1	2	1	2	1
genus	Main genome;Eukaryota;Opisthokonta;Choanomonada;Choanoflagellida;Acanthoecida;Stephanoecidae order incertae sedis;Stephanoecidae;Diaphanoeca	Diaphanoeca	4	1	6	0	2	2	0	0	2	5	1	0	1	5	7	3	1	4	3	3	5	1	3	2	2	2	1	5	2	4	1	4	0	0	1	1	1	3	1	2	2	2	2	1	2	2	3	6	1	4	4	3	3	3	1	0	1	5	3	1	1	2	0	3	0	2	4	0	2	1	2	1	1	1	0	2	0	2	1	1	4	2	4	4	6	0	0	3	2	2	3	1	2	2	4	3	2	2	2	3
genus	Main genome;Eukaryota;Opisthokonta;Choanomonada;Choanoflagellida;Acanthoecida;Acanthoecidae order incertae sedis;Acanthoecidae;FV23-1A4	FV23-1A4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1
